annotation,begin_datetime,end_datetime,exclusion_flag,id,instrument,method,node,parameter_ids,parameter_names,qc_flag,site,source,stream
"During descending profiles, the vertical velocity estimates may be incorrect due to interference with beam 3 measurements arising from the nearby CTD sensor. Users should cross-compare these vertical velocity estimates with those derived from the CTD pressure record to determine profiles of possible concern. Good vertical velocity estimates will closely align with the CTD derived estimates. Regardless, there should be minimal impact on the estimates of the horizontal velocities. However, care should be taken with these estimates to confirm this conclusion.",2013-11-23T07:50:00Z,2022-11-18T03:53:00Z,False,1656,01-VEL3DK000,recovered_wfp,WFP01,"[3235, 2010, 1613, 1614]","['vel3d_k_upward_velocity', 'vel3d_k_data_set_description', 'vel3d_k_vel0', 'vel3d_k_vel1']",suspect,CP02PMUO,swhite@whoi.edu,vel3d_k_wfp_instrument
Only few records available. The Wire-Following Profiler failed after few days and had to be recovered.,2013-11-23T08:00:03Z,2013-11-24T12:28:32Z,False,732,,,WFP01,[],[],,CP02PMUO,leila@marine.rutgers.edu,
"UPDATED, 2020-04-15: Corrected algorithm has been uploaded to the system and is active. * The algorithm supplied by the vendor to calculate water velocities is incorrect. Corrected code is currently in review.",2013-11-23T08:00:03Z,2019-02-14T16:00:00Z,False,1405,01-VEL3DK000,,WFP01,[],[],,CP02PMUO,swhite@whoi.edu,
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2013-11-23T08:02:32Z,2022-11-18T03:53:00Z,False,6115,04-FLORTK000,telemetered,WFP01,"[1142, 1143, 23]","['measurement_wavelength_cdom', 'raw_signal_cdom', 'fluorometric_cdom']",,CP02PMUO,areed@whoi.edu,flort_sample
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2013-11-23T08:02:32Z,2022-11-18T03:53:00Z,False,6114,04-FLORTK000,recovered_wfp,WFP01,"[1142, 1143, 23]","['measurement_wavelength_cdom', 'raw_signal_cdom', 'fluorometric_cdom']",,CP02PMUO,areed@whoi.edu,flort_sample
"During descending profiles, the vertical velocity estimates may be incorrect due to interference with beam 3 measurements arising from the nearby CTD sensor. Users should cross-compare these vertical velocity estimates with those derived from the CTD pressure record to determine profiles of possible concern. Good vertical velocity estimates will closely align with the CTD derived estimates. Regardless, there should be minimal impact on the estimates of the horizontal velocities. However, care should be taken with these estimates to confirm this conclusion.",2013-11-23T15:16:00Z,2022-11-19T03:51:00Z,False,1654,01-VEL3DK000,recovered_wfp,WFP01,"[3235, 2010, 1613, 1614]","['vel3d_k_upward_velocity', 'vel3d_k_data_set_description', 'vel3d_k_vel0', 'vel3d_k_vel1']",suspect,CP02PMUI,swhite@whoi.edu,vel3d_k_wfp_instrument
Telemetered inductive ADCP data is in pd12 format which does not include the depth-to-first-bin value which is needed for proper calculation of the data products. A nominal value is entered into the system so that telemetered data can be used when needed. For the best data the recovered data in pd0 format should be used.,2013-11-23T15:16:00Z,2022-11-19T03:51:00Z,False,1916,02-ADCPTG010,telemetered,RII01,[],[],,CP02PMUI,cdobson@whoi.edu,adcps_jln_stc_instrument
"UPDATED, 2020-04-15: Corrected algorithm has been uploaded to the system and is active. * The algorithm supplied by the vendor to calculate water velocities is incorrect. Corrected code is currently in review.",2013-11-23T15:16:00Z,2019-02-14T16:00:00Z,False,1404,01-VEL3DK000,,WFP01,[],[],,CP02PMUI,swhite@whoi.edu,
Deployemt 1-2: Recovered data should be used for analysis. Velocity data cannot be calculated from telemetered data because the beam information was not output.,2013-11-23T15:16:00Z,2014-10-09T04:58:00Z,True,2085,01-VEL3DK000,telemetered,WFP01,[],[],fail,CP02PMUI,swhite@whoi.edu,
"During descending profiles, the vertical velocity estimates may be incorrect due to interference with beam 3 measurements arising from the nearby CTD sensor. Users should cross-compare these vertical velocity estimates with those derived from the CTD pressure record to determine profiles of possible concern. Good vertical velocity estimates will closely align with the CTD derived estimates. Regardless, there should be minimal impact on the estimates of the horizontal velocities. However, care should be taken with these estimates to confirm this conclusion.",2013-11-23T15:16:00Z,2022-11-19T03:51:00Z,False,1653,01-VEL3DK000,telemetered,WFP01,"[3235, 2010, 1613, 1614]","['vel3d_k_upward_velocity', 'vel3d_k_data_set_description', 'vel3d_k_vel0', 'vel3d_k_vel1']",suspect,CP02PMUI,swhite@whoi.edu,vel3d_k_wfp_stc_instrument
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2013-11-23T17:32:38Z,2022-11-19T03:51:00Z,False,6116,04-FLORTK000,recovered_wfp,WFP01,"[1142, 1143, 23]","['measurement_wavelength_cdom', 'raw_signal_cdom', 'fluorometric_cdom']",,CP02PMUI,areed@whoi.edu,flort_sample
"*UPDATE 2025-08-12: Through internal validation and user input, Sea-Bird Scientific discovered all CDOM sensors calibrated prior to 2023 were affected by improperly prepared primary standards. Sea-Bird provided corrected scale factors for all relevant calibration events and new coefficients have been entered into the OOI system as of July 2025. All derived L1 and L2 data products generated prior to this date should be re-requested in order to ensure utilization of the correct calibration values.* Sea-Bird Scientific issued a notification that some CDOM fluorometers were producing biased values, which was traced back to three distinct root causes: Incorrect primary CDOM standard, in situ bias, and out-of-tolerance UV LEDs. We are working with Sea-Bird to obtain correction factors for the affected instruments; in the meantime, the CDOM data should be considered suspect and should not be used in any analyses",2013-11-23T17:32:38Z,2022-11-19T03:51:00Z,False,6117,04-FLORTK000,telemetered,WFP01,"[1142, 23, 1143]","['measurement_wavelength_cdom', 'fluorometric_cdom', 'raw_signal_cdom']",,CP02PMUI,areed@whoi.edu,flort_sample
The ADCP was removed from the water as part of the mooring recovery because the Wire Following Profiler was not performing correctly and needed to be replaced.,2013-11-24T15:00:00Z,2013-11-24T16:00:00Z,False,677,,,RII01,[],[],not_operational,CP02PMUO,leila@marine.rutgers.edu,
All communication to the Wire-Following Profiler were lost and no data are expected.  ,2013-11-25T12:00:00Z,2014-04-14T14:31:00Z,False,678,,,WFP01,[],[],not_operational,CP02PMUO,leila@marine.rutgers.edu,
Data not recoverable.,2013-11-25T12:58:00Z,2014-04-14T14:31:00Z,False,425,02-ADCPSL010,recovered_host,RII01,[],[],not_available,CP02PMUO,leila@marine.rutgers.edu,
Data not recoverable.,2013-11-25T12:58:00Z,2014-04-14T14:31:00Z,False,554,01-VEL3DK000,,WFP01,[],[],,CP02PMUO,leila@marine.rutgers.edu,
Deployment 1: The FLORD was disabled 2013-12-05. No data expected after this date.,2013-12-05T04:00:00Z,2014-02-20T20:42:00Z,False,5250,01-FLORDM000,,GL365,[],[],not_operational,GP05MOAS,cdobson@whoi.edu,
No telemetered data available because the surface buoy went adrift .,2013-12-09T16:00:00Z,2014-04-11T15:37:56Z,False,723,,telemetered,WFP01,[],[],,CP02PMUI,leila@marine.rutgers.edu,
Deployment 1: The colocated VELPT eastward_velocity and north_ward current velocity measurements are not available after 2013-12-22. Paramteters dependent of the VELPT current measurements assume a surface current and direction of zero and should be considered suspect.,2013-12-23T21:21:00Z,2014-04-18T03:33:00Z,False,5046,06-METBKA000,recovered_host,SBD12,[],[],suspect,CP01CNSM,areed@whoi.edu,metbk_hourly
Deployment 1: The colocated VELPT eastward_velocity and north_ward current velocity measurements are not available after 2013-12-22. Paramteters dependent of the VELPT current measurements assume a surface current and direction of zero and should be considered suspect.,2013-12-23T21:21:00Z,2014-04-18T03:33:00Z,False,5047,06-METBKA000,telemetered,SBD12,[],[],suspect,CP01CNSM,areed@whoi.edu,metbk_hourly
Deployment 1: The colocated VELPT eastward_velocity and northward_velocity current measurements are not available after 2013-12-22. Paramteters dependent of the VELPT current measurements assume a surface current and direction of zero and should be considered suspect.,2013-12-23T21:21:00Z,2014-04-18T03:33:00Z,False,5044,06-METBKA000,recovered_host,SBD12,"[3072, 3073, 3070, 3071]","['met_relwind_direction', 'met_relwind_speed', 'met_current_direction', 'met_current_speed']",suspect,CP01CNSM,areed@whoi.edu,metbk_a_dcl_instrument_recovered
Deployment 1: VELPT velocity data are not available.,2013-12-23T21:21:00Z,2014-04-18T03:33:00Z,False,5182,04-VELPTA000,,RID26,[],[],not_operational,CP01CNSM,areed@whoi.edu,
Deployment 1: The colocated VELPT eastward_velocity and north_ward current velocity measurements are not available after 2013-12-22. Paramteters dependent of the VELPT current measurements assume a surface current and direction of zero and should be considered suspect.,2013-12-23T21:21:00Z,2014-04-18T03:33:00Z,False,5045,06-METBKA000,telemetered,SBD12,"[3072, 3073, 3070, 3071]","['met_relwind_direction', 'met_relwind_speed', 'met_current_direction', 'met_current_speed']",suspect,CP01CNSM,areed@whoi.edu,metbk_a_dcl_instrument
Deployment 1: No data available for the specified time period.,2013-12-24T18:18:00Z,2014-04-18T11:16:00Z,False,5135,07-NUTNRB000,,RID26,[],[],not_operational,CP01CNSM,areed@whoi.edu,
Deployment 1: Data became suspect on 7 Jan 2014. On recovery the unit was found to be missing.,2014-01-07T04:00:00Z,2014-04-12T13:06:00Z,True,2263,02-DOFSTK000,,WFP01,[],[],fail,CP02PMUI,swhite@whoi.edu,
Deployment 1: Human-in-the-loop review of the data identified an increase in variability and a pattern indicative of biofouling on the sensor.,2014-01-27T16:00:00Z,2014-04-18T03:33:00Z,False,4972,04-DOSTAD000,,RID27,[],[],suspect,CP01CNSM,areed@whoi.edu,
Surface buoy exploded due to hydrogen build-up in well.,2014-02-16T16:00:00Z,2014-04-17T17:00:00Z,False,103,,,,[],[],not_operational,CP01CNSM,swhite@whoi.edu,
Glider went adrift and was not recovered. Only telemetered data are available.,2014-02-19T16:00:00Z,2014-03-04T16:14:00Z,False,172,,,GL361,[],[],,GP05MOAS,lgarzio@marine.rutgers.edu,
The recovered host data are not available.,2014-04-12T09:42:00Z,2014-10-08T17:00:00Z,False,409,02-ADCPTG010,recovered_host,RII01,[],[],not_available,CP02PMUI,leila@marine.rutgers.edu,
Instrument setting under investigation. Velocity data are unreasonable because the number of beams should be 3 not 0.,2014-04-12T11:00:03Z,2014-07-21T03:36:46Z,False,726,01-VEL3DK000,telemetered,WFP01,[],[],fail,CP02PMUI,leila@marine.rutgers.edu,
Telemetered inductive ADCP data is in pd12 format which does not include the depth-to-first-bin value which is needed for proper calculation of the data products. A nominal value is entered into the system so that telemetered data can be used when needed. For the best data the recovered data in pd0 format should be used.,2014-04-13T10:29:00Z,2022-11-18T07:31:00Z,False,1915,02-ADCPTG010,telemetered,RII01,[],[],,CP02PMCO,cdobson@whoi.edu,adcps_jln_stc_instrument
"During descending profiles, the vertical velocity estimates may be incorrect due to interference with beam 3 measurements arising from the nearby CTD sensor. Users should cross-compare these vertical velocity estimates with those derived from the CTD pressure record to determine profiles of possible concern. Good vertical velocity estimates will closely align with the CTD derived estimates. Regardless, there should be minimal impact on the estimates of the horizontal velocities. However, care should be taken with these estimates to confirm this conclusion.",2014-04-13T10:29:00Z,2022-11-18T07:31:00Z,False,1651,01-VEL3DK000,telemetered,WFP01,"[3235, 2010, 1613, 1614]","['vel3d_k_upward_velocity', 'vel3d_k_data_set_description', 'vel3d_k_vel0', 'vel3d_k_vel1']",suspect,CP02PMCO,swhite@whoi.edu,vel3d_k_wfp_stc_instrument
"During descending profiles, the vertical velocity estimates may be incorrect due to interference with beam 3 measurements arising from the nearby CTD sensor. Users should cross-compare these vertical velocity estimates with those derived from the CTD pressure record to determine profiles of possible concern. Good vertical velocity estimates will closely align with the CTD derived estimates. Regardless, there should be minimal impact on the estimates of the horizontal velocities. However, care should be taken with these estimates to confirm this conclusion.",2014-04-13T10:29:00Z,2022-11-18T07:31:00Z,False,1652,01-VEL3DK000,recovered_wfp,WFP01,"[3235, 2010, 1613, 1614]","['vel3d_k_upward_velocity', 'vel3d_k_data_set_description', 'vel3d_k_vel0', 'vel3d_k_vel1']",suspect,CP02PMCO,swhite@whoi.edu,vel3d_k_wfp_instrument
